date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:31:08	74027/74027	---M--	200	added ('OK')	image/jpeg	etag:%22ce2f1b6545e9562d8ebf3ed9fc96407e%22	https://teckko.vercel.app/image/section/img-section-about-p-serveic-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-section-about-p-serveic-1.jpg	(from https://teckko.vercel.app/services.html)
09:31:09	39684/39684	---M--	200	added ('OK')	image/jpeg	etag:%22e516e8161cbe55d78b4048299d5413a6%22	https://teckko.vercel.app/image/section/img-section-about-p-serveic-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-section-about-p-serveic-2.jpg	(from https://teckko.vercel.app/services.html)
09:31:09	4676/4676	---M--	200	added ('OK')	image/jpeg	etag:%22f1b22994fb7e4ec1d840c816d7e9b9af%22	https://teckko.vercel.app/image/avatar/avatar-tes-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/avatar-tes-1.jpg	(from https://teckko.vercel.app/services.html)
09:31:10	4971/4971	---M--	200	added ('OK')	image/jpeg	etag:%2264ad9955fa3e9a159c81badffd477ec2%22	https://teckko.vercel.app/image/avatar/avatar-tes-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/avatar-tes-2.jpg	(from https://teckko.vercel.app/services.html)
09:31:11	48119/48119	---M--	200	added ('OK')	image/jpeg	etag:%224bd09a4ee8f605abc96e00a071e33732%22	https://teckko.vercel.app/image/section/service-details-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/service-details-1.jpg	(from https://teckko.vercel.app/services-details.html)
09:31:11	90547/90547	---M--	200	added ('OK')	image/jpeg	etag:%220411ed4cea826c8b95a396508289a774%22	https://teckko.vercel.app/image/section/service-details-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/service-details-2.jpg	(from https://teckko.vercel.app/services-details.html)
09:31:12	67393/67393	---M--	200	added ('OK')	image/jpeg	etag:%2286427fdbc0fd227fda0832d0def94ab7%22	https://teckko.vercel.app/image/section/img-seciton-benefit-p-team.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-seciton-benefit-p-team.jpg	(from https://teckko.vercel.app/team.html)
09:31:12	23430/23430	---M--	200	added ('OK')	image/jpeg	etag:%22ed472f092babc8248b07418ad1b0cc33%22	https://teckko.vercel.app/image/team-item/team-item-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-4.jpg	(from https://teckko.vercel.app/team.html)
09:31:13	23376/23376	---M--	200	added ('OK')	image/jpeg	etag:%22650771490dc355c37c60b8836312cb0a%22	https://teckko.vercel.app/image/team-item/team-item-7.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-7.jpg	(from https://teckko.vercel.app/team.html)
09:31:13	18750/18750	---M--	200	added ('OK')	image/jpeg	etag:%22db061787f17e512ac3006dc26d89e0d4%22	https://teckko.vercel.app/image/team-item/team-item-6.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-6.jpg	(from https://teckko.vercel.app/team.html)
09:31:15	18706/18706	---M--	200	added ('OK')	image/jpeg	etag:%2205218730aabd8694840125bdcd532c92%22	https://teckko.vercel.app/image/team-item/team-item-8.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-8.jpg	(from https://teckko.vercel.app/team.html)
09:31:16	32987/32987	---M--	200	added ('OK')	image/jpeg	etag:%22b042bcf9fd9560a4b0dccb71f678b017%22	https://teckko.vercel.app/image/team-item/team-item-5.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-5.jpg	(from https://teckko.vercel.app/team.html)
09:31:16	16612/16612	---M--	200	added ('OK')	image/jpeg	etag:%22f033bfd1630d5cc60aa74e0581c0bde0%22	https://teckko.vercel.app/image/blog/blog-grid-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-1.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:17	22963/22963	---M--	200	added ('OK')	image/jpeg	etag:%220d6bf3f65ee76ddab25f09f5cf0822bb%22	https://teckko.vercel.app/image/blog/blog-grid-5.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-5.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:17	22294/22294	---M--	200	added ('OK')	image/jpeg	etag:%22db70f573435cfbeb6223d58df3f827a9%22	https://teckko.vercel.app/image/blog/blog-grid-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-2.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:18	21507/21507	---M--	200	added ('OK')	image/jpeg	etag:%221f248f8ad55cce7eceb1b8d345e553a3%22	https://teckko.vercel.app/image/blog/blog-grid-6.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-6.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:19	20747/20747	---M--	200	added ('OK')	image/jpeg	etag:%22221265e69b4c131d9529452a1f8318f5%22	https://teckko.vercel.app/image/blog/blog-grid-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-3.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:19	15909/15909	---M--	200	added ('OK')	image/jpeg	etag:%226d4597cc9675c92c78d80da43222560a%22	https://teckko.vercel.app/image/blog/blog-grid-7.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-7.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:19	22287/22287	---M--	200	added ('OK')	image/jpeg	etag:%22aac849ffec2f544d170596f587ecfa65%22	https://teckko.vercel.app/image/blog/blog-grid-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-4.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:20	34419/34419	---M--	200	added ('OK')	image/jpeg	etag:%22cfad7d53d17417bdf008517cf3474293%22	https://teckko.vercel.app/image/blog/blog-grid-8.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/blog-grid-8.jpg	(from https://teckko.vercel.app/blog-standard.html)
09:31:21	90098/90098	---M--	200	added ('OK')	image/jpeg	etag:%2281d5f70a2328600029431c88aba82f71%22	https://teckko.vercel.app/image/blog/tf-post-big-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/tf-post-big-1.jpg	(from https://teckko.vercel.app/blog-list.html)
09:31:22	58905/58905	---M--	200	added ('OK')	image/jpeg	etag:%2267eb9194b3d79552d258e6e8278791b6%22	https://teckko.vercel.app/image/blog/tf-post-big-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/tf-post-big-2.jpg	(from https://teckko.vercel.app/blog-list.html)
09:31:22	74458/74458	---M--	200	added ('OK')	image/jpeg	etag:%22bbb29993f32a93319f75cc01568823fc%22	https://teckko.vercel.app/image/blog/tf-post-big-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/tf-post-big-3.jpg	(from https://teckko.vercel.app/blog-list.html)
09:31:23	4037/4037	---M--	200	added ('OK')	image/jpeg	etag:%22c37bd0f73eca4443364f2b6de4034803%22	https://teckko.vercel.app/image/avatar/avata-blog-details.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/avata-blog-details.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:24	145864/145864	---M--	200	added ('OK')	image/jpeg	etag:%22e6a663dfc95d3185c1e9695ea24e00e3%22	https://teckko.vercel.app/image/blog/img-blog-details-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/img-blog-details-1.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:25	47538/47538	---M--	200	added ('OK')	image/jpeg	etag:%22ac893b78d44eb4512bc795a2a911ba95%22	https://teckko.vercel.app/image/blog/img-blog-details-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/img-blog-details-2.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:26	42538/42538	---M--	200	added ('OK')	image/jpeg	etag:%2258ae65dc727600c43ee4932edea71111%22	https://teckko.vercel.app/image/blog/img-blog-details-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/img-blog-details-3.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:27	11888/11888	---M--	200	added ('OK')	image/jpeg	etag:%22f30d8b7acaceef98f4bbb0ccd1f627d0%22	https://teckko.vercel.app/image/avatar/avatar-author.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/avatar-author.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:27	7295/7295	---M--	200	added ('OK')	image/jpeg	etag:%22005b9b0398fc73e026ed6fc9a9eccfae%22	https://teckko.vercel.app/image/avatar/avatar-comment-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/avatar-comment-1.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:28	4531/4531	---M--	200	added ('OK')	image/jpeg	etag:%22cc76ce66105362c50d364d857f8af7ac%22	https://teckko.vercel.app/image/avatar/avatar-comment-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/avatar-comment-2.jpg	(from https://teckko.vercel.app/blog-details.html)
09:31:29	35658/35658	---MCZ	200	added ('OK')	text/css	etag:W/%229f670da93e0b6c4b856ced78d376c402%22	https://teckko.vercel.app/css/map.min.css	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/css/map.min.css	(from https://teckko.vercel.app/contact.html)
09:31:29	980665/980665	---MCZ	200	added ('OK')	application/javascript	etag:W/%228d581f2d262166d08870988835f1f2fa%22	https://teckko.vercel.app/js/map.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/map.min.js	(from https://teckko.vercel.app/contact.html)
09:31:31	3567/3567	---MCZ	200	added ('OK')	application/javascript	etag:W/%22345b423939cde3d54666a9d025914148%22	https://teckko.vercel.app/js/map.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/map.js	(from https://teckko.vercel.app/contact.html)
